rs_sv_chem_l;rs_sv_tronc_l
2174244;3857
2173417;3944
2174391;4904
2173798;1078
2173799;1078
2173800;1078
2173376;1417
2174109;4763
2174354;1042
2173887;6836
2173742;7472
2173463;3119
2174251;3119
2173454;2923
2173417;223
2173420;223
2173837;223
2174304;4060
2173522;6944
2173680;4408
2173926;6540
2173537;4119
2174362;4205
2174377;4205
2174382;4205
2174383;4205
2174405;4205
2174435;4205
2174287;4805
2174294;4805
2174321;4805
2173707;4585
2174312;14300
2173710;4066
2174288;4066
2174292;4066
2174297;4066
2174303;4066
2174307;4066
2173707;4058
2174305;4058
2174312;4058
2174321;4058
2174325;4058
2174336;4058
2173710;3982
2174288;3982
2174296;3982
2174297;3982
2174303;3982
2174307;3982
2174311;3982
2174324;4808
2174334;4808
2173532;1451
2173537;1451
2173540;4567
2173580;13368
2173523;4564
2173525;4564
2173526;4564
2173546;4564
2173694;4564
2173532;4068
2173534;4068
2173633;4725
2173634;4725
2173909;11276
2173909;4086
2173783;4095
2173781;4092
2173783;4547
2173783;4102
2173781;4098
2173826;9946
2173829;4103
2173829;8565
2173783;4110
2173781;4108
2173783;4198
2173781;4113
2173454;2996
2173455;2996
2173742;3638
2173748;428
2173749;428
2173497;4757
2173780;4709
2173479;758
2174055;3623
2174048;4825
2174051;4825
2174139;4825
2174439;4825
2174440;4825
2173891;2675
2173856;1051
2173905;5332
2173898;4150
2173898;11003
2173807;42
2173781;3426
2173857;7044
2173860;7044
2173492;2620
2173646;10288
2173650;10288
2173634;10296
2173527;977
2174179;977
2174397;737
2173781;4195
2173783;4717
2174385;1625
2174243;4025
2174244;4025
2174361;4025
2174374;4025
2174381;4025
2174363;2459
2174409;2459
2174369;2705
2173649;4018
2173650;4018
2173835;7438
2173605;3960
2173468;4247
2173470;4247
2173645;3214
2173648;3214
2173610;10462
2174050;1981
2174100;1981
2174142;1981
2174151;1981
2174099;3959
2174101;3959
2174106;3959
2174173;3959
2174190;3959
2173802;378
2173867;2562
2174298;4812
2174307;4812
2174322;4812
2174321;4809
2174323;4809
2174314;8507
2174307;2913
2174322;2913
2174335;2913
2174312;4811
2174321;4811
2174325;4811
2174336;4811
2174337;4811
2174296;2031
2174334;2031
2174215;2994
2174271;2994
2174270;1358
2174334;1358
2174212;1970
2174271;1970
2174327;1970
2174333;1970
2174337;1970
2174347;1970
2174353;1970
2174237;4821
2174268;4821
2174270;4821
2174295;4821
2174296;4821
2174326;4821
2174330;4821
2174334;4821
2174346;4821
2174342;4915
2174346;4915
2174303;14301
2174298;14295
2174052;759
2174179;759
2174182;3624
2174189;3624
2174442;3624
2174056;4826
2173981;4830
2174104;4830
2174439;4830
2174176;4823
2174179;4823
2174182;4823
2174190;4823
2174442;4823
2174180;12399
2173690;1054
2173691;1054
2173697;1054
2173853;1054
2173534;1283
2173633;10203
2173636;10203
2173637;10203
2173897;10203
2173507;2210
2173503;3356
2173506;3356
2173765;3356
2173882;3388
2173428;1485
2173887;1485
2173478;462
2173522;424
2173525;424
2173853;424
2173797;3939
2174052;1984
2174179;10547
2174193;10547
2173808;6867
2173478;6919
2173479;6919
2173690;6919
2173693;6919
2173697;6919
2173864;2596
2173882;835
2173865;2536
2173693;3750
2173696;3750
2173697;3750
2173856;4318
2173691;4069
2173853;4566
2174213;4916
2174215;4916
2174312;4916
2174343;4916
2174345;4916
2173514;410
2173387;1001
2173688;13308
2173520;1843
2173503;174
2174141;12394
2173562;7427
2173575;1278
2173581;1278
2173582;1278
2173584;1278
2173589;1278
2173484;317
2173486;317
2174363;3441
2174368;3441
2173479;1142
2173491;822
2173773;6852
2173881;6852
2173491;63
2173798;1979
2173562;3743
2173506;2209
2173412;1668
2173465;145
2173806;2137
2173485;25
2173546;1050
2173376;1337
2173377;1337
2173618;1337
2173619;1337
2173773;3551
2173808;2663
2173486;3971
2173397;705
2173496;3629
2174354;3682
2173465;1110
2173616;1110
2174362;1110
2173633;209
2173635;209
2173648;3989
2173636;4673
2173649;3308
2173788;966
2173577;3202
2173589;3202
2173590;1139
2173748;1959
2173749;1959
2173742;4041
2173836;90
2173886;4403
2173887;1026
2173886;633
2173517;2844
2174067;2844
2174108;2844
2174179;2844
2174180;2844
2174105;1844
2174153;1844
2174154;1844
2174067;3605
2174193;3605
2174215;2975
2174349;2975
2174237;9432
2174304;9432
2173454;9433
2174298;2819
2174334;2819
2173662;9333
2174338;2993
2174350;2993
2173454;4365
2173693;13291
2173696;13291
2173697;13291
2173623;2030
2173517;1733
2174174;11686
2174143;1849
2173526;13007
2173503;2886
2173522;2886
2173526;2886
2173820;3229
2173730;457
2174435;1416
2174236;17
2174295;14281
2174354;4908
2174292;4366
2173582;177
2173589;177
2174182;10468
2174279;10468
2173688;13306
2173690;13306
2173693;13306
2173694;13306
2173696;13306
2173697;13306
2174141;3753
2174143;3753
2174275;3753
2173546;6937
2173533;4073
2173534;4073
2173690;13329
2173697;11309
2173420;3183
2173560;3183
2174138;3014
2174139;3014
2174145;3014
2174146;3014
2174154;3014
2174311;3014
2174174;3157
2174176;3157
2174179;3157
2174184;3157
2174442;3157
2174388;4887
2173503;11672
2174135;11672
2174141;11672
2174142;11672
2174153;11672
2174395;11672
2174430;11672
2174439;11672
2174440;11672
2173988;4577
2174294;14090
2174305;14090
2173707;4582
2174305;4063
2173798;6810
2173486;1727
2173479;1280
2173808;4590
2173808;4593
2173824;4604
2173808;4599
2173829;6971
2173824;4398
2173809;3704
2174259;2920
2173492;4367
2174259;4612
2174416;4612
2174458;2342
2174452;4923
2174463;1599
2173563;426
2173565;426
2174457;1479
2174460;1479
2174463;1479
2174465;1479
2174424;14260
2174416;4628
2174459;4628
2174259;4620
2174446;4620
2174462;4620
2173871;2366
2173872;2366
2174416;2366
2174455;4627
2174459;4627
2174464;4627
2173899;1003
2173376;4461
2173377;4461
2173381;4297
2173491;1071
2173492;1071
2173806;852
2173805;4638
2173806;3122
2173804;4234
2174416;951
2173895;10964
2173866;3923
2173867;3923
2173870;3854
2173872;3854
2173869;4695
2173872;4695
2173872;2400
2173869;243
2173807;4151
2173808;4151
2173809;586
2173563;4388
2173565;4388
2173707;4388
2173472;2841
2173898;4665
2173896;2072
2174182;8343
2174183;8343
2174192;8343
2173605;4215
2173807;3998
2173633;2786
2173637;7298
2173647;2792
2173648;2792
2173650;2792
2173894;4304
2173895;4304
2173892;4647
2173582;8982
2173561;7452
2173575;7433
2173577;7433
2173580;7433
2173582;7433
2173580;7448
2173575;8570
2173560;7328
2173565;7328
2173484;13324
2173486;13324
2173839;13324
2173485;7364
2173616;7364
2173617;7364
2173979;7364
2174409;7364
2173839;9749
2173623;7329
2174395;7329
2173857;7313
2173861;7795
2173861;7349
2173701;7369
2174303;9472
2173748;7310
2173742;7471
2173889;7477
2173888;9863
2173901;7341
2173903;7343
2173902;7345
2173824;12605
2173808;7490
2173824;7494
2173825;7494
2173825;7496
2173865;7495
2173795;7350
2173797;7350
2173722;7337
2173533;7314
2173885;7401
2173516;11608
2173517;11608
2174177;11608
2174185;11608
2174193;11608
2174283;11608
2174435;11608
2173582;10284
2173890;9127
2173671;9164
2173672;9164
2173674;9164
2173662;11279
2173672;9416
2173675;9416
2173864;11023
2173659;9361
2173660;9361
2173671;9528
2173472;9839
2173380;9399
2173671;9399
2173633;9353
2173635;9353
2173636;9353
2173638;9353
2173897;9353
2173674;9403
2173367;9338
2173660;9338
2173661;9338
2173662;9338
2173671;9410
2173674;9410
2173377;9342
2173659;9342
2173660;9342
2173662;9342
2173605;8161
2173619;8161
2173795;8161
2173647;9881
2173649;9881
2173898;9881
2173645;10202
2173646;10202
2173650;10202
2173659;9346
2173660;9346
2173484;9391
2173672;9391
2173662;9341
2173671;9527
2173659;9330
2173660;9330
2173659;9336
2173662;9336
2173674;9421
2173645;9523
2173647;9523
2173671;9523
2173674;9413
2173638;9345
2173616;7308
2173617;7308
2173492;7634
2173623;7325
2173565;7447
2173617;13907
2173618;13907
2173904;7435
2173560;7431
2173562;7431
2173563;7431
2173577;8982
2173672;9424
2173648;10487
2173650;10487
2173671;9521
2173660;9343
2173377;9354
2173662;9354
2173671;9381
2173662;9351
2173874;7953
2173380;9312
2173674;9312
2173809;8153
2173659;9348
2173662;9348
2173634;9842
2174297;9322
2174138;9853
2174439;9853
2173662;9360
2173633;10201
2173634;10201
2173635;10201
2173637;10201
2173896;10201
2173865;9936
2173671;9404
2173376;9943
2173377;9943
2173662;9329
2173672;9409
2173863;9385
2173634;9357
2173638;9357
2173895;10962
2174430;14255
2173503;11617
2173507;11617
2174138;11617
2174143;11617
2174146;11617
2174154;11617
2173565;10285
2173634;10280
2173636;10280
2173638;10280
2173662;9364
2173672;9415
2173660;9324
2173648;10277
2173660;9347
2173662;9347
2173659;9350
2173662;9350
2173857;7732
2173859;7732
2173860;7732
2173381;10803
2173672;9396
2173659;9344
2173662;9344
2173376;9935
2173377;9935
2173659;9359
2173660;9359
2173662;9359
2173634;10276
2173638;10276
2173550;8481
2173963;11282
2173975;11282
2173827;8581
2173764;9101
2173765;9101
2173596;9102
2174312;11245
2174337;11245
2174343;11245
2174347;11245
2173909;11262
2173674;11272
2173367;11897
2173659;11897
2173406;11227
2173463;11227
2173497;11227
2174312;11227
2173869;11265
2173871;11265
2173872;11265
2173503;11252
2173748;11290
2173839;11258
2173961;11255
2173989;11255
2173839;11297
2173840;11294
2173688;13317
2173694;13317
2173941;11274
2173722;11256
2173889;11247
2173925;14126
2173537;11260
2173565;11260
2173564;11264
2173504;11313
2173514;11314
2173550;11316
2173690;13318
2173696;13318
2174182;9854
2173790;6820
2173791;6820
2173792;6820
2173581;6732
2173701;10286
2173886;10286
2173798;5600
2173784;6765
2173786;6765
2173637;9842
2173896;9842
2173659;9331
2173662;9331
2173674;9420
2173662;9358
2173660;9339
2173671;9411
2174298;6916
2173748;7468
2174405;14009
2173795;5481
2173618;6827
2173882;2276
2173513;1272
2173517;1272
2173610;3382
2173757;2285
2173511;3367
2173383;960
2173610;1291
2173617;5381
2173619;5381
2174295;14291
2174297;14291
2173981;8344
2173896;5492
2173704;7463
2173890;5576
2173897;6924
2174312;14299
2173890;9131
2173367;11296
2173839;11296
2173796;6743
2174142;11784
2174154;11784
2173526;8441
2174135;8441
2174141;8441
2174153;8441
2173693;13326
2173694;13326
2173696;13326
2173697;13326
2173681;13298
2173681;13303
2173439;13287
2174312;14283
2174313;14283
2173681;13289
2173446;13288
2173693;13288
2173696;13288
2173697;13288
2173383;13363
2173691;13321
2173696;13321
2173697;13321
2174141;13865
2174269;1480
2174314;1480
2174347;1480
2173869;4630
2173871;4630
2173831;653
2173417;3596
2173418;3596
2173810;12
2173779;2137
2173529;12532
2173412;721
2173809;1267
2173879;1289
2173765;59
2174103;4824
2174138;4824
2173618;8174
2173773;928
2174395;3682
2173674;9383
2173618;1110
2173901;1110
2174109;1110
2173648;4674
2173590;2806
2173590;2809
2173537;1928
2174295;1941
2174298;1941
2174303;1941
2173886;1959
2173425;633
2173486;633
2173468;1844
2173503;1844
2174104;1844
2174106;3605
2174174;3605
2174176;3605
2173406;11284
2174287;11284
2173455;9433
2174296;2819
2173479;9333
2173661;9333
2174307;2993
2174335;2993
2173497;4387
2173605;1340
2173610;11301
2174335;3964
2173428;1389
2173776;1389
2173710;2030
2173383;1733
2173484;1733
2173514;1733
2174176;11686
2173590;734
2173520;2886
2174142;2886
2173540;956
2173849;2082
2173719;963
2173820;963
2174334;2869
2174335;2869
2174296;14281
2174325;4813
2174336;4813
2174337;4813
2173465;3455
2173871;7047
2174179;617
2174183;617
2174193;617
2174052;4907
2174099;4907
2174106;4907
2174107;4907
2173865;4237
2173864;1559
2174134;1559
2174154;1559
2174050;4218
2174096;4218
2174138;4218
2173418;4410
2173542;4410
2173837;4410
2173407;4703
2173681;13812
2173411;3686
2173412;3686
2174138;8337
2173468;4208
2173605;4208
2173414;4251
2173454;1099
2173801;704
2173704;9955
2173798;10505
2173800;10505
2173899;4301
2173892;4299
2173893;4299
2173866;4306
2173899;4260
2173869;4652
2173866;4284
2173868;4284
2173896;4281
2173897;4281
2173895;4282
2173893;4261
2173898;181
2173380;1145
2173798;657
2173799;657
2173896;2511
2173381;4279
2173796;2551
2173892;866
2173893;866
2173899;866
2173380;4310
2173892;4331
2173376;4634
2173895;7376
2173899;619
2173866;4271
2173897;4747
2173376;4300
2173527;1184
2173533;1184
2173534;1184
2173371;13170
2173855;13170
2173892;3021
2173895;4302
2173412;3071
2173414;3071
2173417;4336
2173422;4336
2173412;4333
2173581;4333
2173843;4333
2173418;4337
2173846;4337
2173784;1528
2173785;1528
2173861;1528
2173862;1528
2173873;3212
2173581;4343
2173581;1732
2173584;1732
2173465;4349
2173902;4506
2173455;4347
2173465;4141
2173827;8569
2173826;3422
2173680;1060
2173503;1867
2173507;1867
2173690;1867
2173691;1867
2173693;1867
2173696;1867
2173697;1867
2173873;2140
2173874;1074
2173880;3364
2173801;774
2173417;153
2173418;153
2173422;153
2173846;153
2173491;4390
2173575;4390
2173581;4390
2173582;4390
2173584;4390
2173710;4390
2174362;3724
2173484;4768
2173485;4768
2173617;4768
2173619;4768
2174354;4039
2173478;7458
2173623;7458
2173484;3725
2173485;3725
2173486;3725
2173479;4766
2174395;4766
2174395;4026
2174397;4026
2174428;4026
2173618;4207
2173650;4207
2174107;4844
2174109;4844
2174067;4847
2174177;8352
2174183;8352
2174192;8352
2173831;12220
2173832;3874
2174439;14305
2173516;954
2173517;9064
2174311;4797
2174320;4797
2174335;4797
2174292;14086
2174295;14086
2174297;14086
2174304;14086
2174311;14086
2174318;4799
2174320;4799
2174324;4799
2174334;4799
2174337;4891
2174334;4802
2174335;4802
2174325;4798
2174321;4800
2174336;4800
2174337;4800
2174214;11161
2174296;11161
2174318;4807
2174320;4807
2174294;4803
2174305;4803
2174320;4067
2174320;4810
2174324;4810
2174335;4810
2174235;4064
2174325;4064
2173795;3110
2173796;3110
2173797;3110
2173478;1069
2173447;1095
2173801;3351
2173765;552
2173550;30
2174105;3539
2173596;2451
2174376;2451
2174396;2451
2174405;2451
2173383;1960
2173371;1427
2173561;3587
2173565;3587
2173605;10227
2173590;3461
2173758;518
2173472;1951
2173901;2612
2174362;2612
2173387;13366
2173504;2222
2173507;2222
2173903;2335
2173380;1002
2173646;1002
2173650;1002
2173526;1189
2173897;220
2173398;1923
2173491;1923
2173710;1923
2174214;1923
2174236;1923
2174307;1923
2173799;1124
2173440;13305
2173748;2737
2173749;2737
2173387;492
2173769;2234
2173765;198
2173565;1168
2173790;7008
2173792;7008
2173793;7008
2173590;2804
2173478;353
2174267;4645
2173506;2141
2173809;713
2173810;713
2173725;984
2173486;9
2173446;1914
2173696;1914
2173697;1914
2173491;812
2173492;812
2173371;3707
2173734;2057
2173735;2057
2173736;2057
2173840;3265
2173776;3292
2173900;3292
2173758;3522
2173769;3522
2173770;3522
2173383;859
2173769;859
2173517;10602
2173504;1147
2173565;468
2173371;1155
2173828;9942
2173829;9942
2173881;67
2173881;2298
2173865;2490
2173758;257
2173387;2304
2173704;4014
2173886;459
2173565;298
2174233;21
2174335;21
2174342;21
2173809;2334
2173810;2334
2174213;1055
2174215;1055
2174345;1055
2173809;2320
2173882;2320
2174295;2320
2174335;2320
2174344;2320
2173503;6849
2173807;158
2173808;158
2174215;158
2174312;158
2174341;158
2174347;158
2173516;1011
2173504;3547
2173764;3547
2173903;1116
2173397;3258
2173902;2162
2173425;1023
2173807;3645
2173808;3645
2173773;596
2173901;596
2173902;1224
2173836;299
2173851;299
2173381;1259
2173802;322
2174417;4626
2174460;4626
2174463;4626
2173890;7027
2173869;2073
2173870;2073
2174417;1478
2174424;1478
2173868;2396
2174259;341
2174416;341
2174455;341
2174459;341
2174464;341
2174446;4924
2174455;4924
2174458;4924
2174462;4924
2173381;2718
2173645;2718
2173646;2718
2173633;2713
2173637;2713
2173638;2713
2173381;1263
2173380;2071
2173645;2071
2173647;2071
2173648;2071
2173649;2071
2173634;215
2173635;215
2173638;215
2173897;4632
2173376;2383
2173618;1321
2173758;1321
2173769;1321
2173866;4696
2173868;4696
2173871;1483
2173872;1483
2173735;3910
2173738;2401
2173867;2401
2173869;2394
2173803;4457
2173867;4262
2173736;2399
2173803;2399
2173804;2399
2173737;2405
2173806;2405
2173806;4676
2173734;2403
2173735;2403
2173736;2403
2173805;313
2173805;1336
2173863;197
2173864;197
2173649;3486
2173377;9953
2173659;9953
2173662;9953
