nom|lat|lng|type|capacite|seuil
Agence De La Francophonie|44.847953|-0.571068|Bibliothèques / médiathèques|80|2
Agence De La Poste|44.840913|-0.59019|Mairies / administrations|0|6
Agence De La Poste Bordeaux St Jean|44.853685|-0.571033|Mairies / administrations|18|3
Agence De La Poste Gambetta|44.841731|-0.580547|Mairies / administrations|19|4
Agence De Voyages Thomascook|44.844259|-0.576987|Mairies / administrations|8|3
Agence Des Docks|44.839893|-0.56935|Mairies / administrations|0|2
Agence Immobiliere|44.84391|-0.572214|Mairies / administrations|4|2
Agence Immobiliere - Stephane Plaza Immobilier|44.842223|-0.571821|Mairies / administrations|8|2
Agence Landes Mutualité|44.842462|-0.555866|Mairies / administrations|15|3
Agence Locale De L'Anpe Furtado|44.825182|-0.561955|Centres commerciaux|71|4
Agence Matmut Gallieni|44.824997|-0.590119|Mairies / administrations|19|7
Agence Notariale Gillain|44.843077|-0.571095|Mairies / administrations|19|2
Agence Orpi|44.847456|-0.581087|Mairies / administrations|0|4
Agence Pichet Immobilier|44.823259|-0.608709|Mairies / administrations|0|8
Agences Bnp Et Gmf|44.83705|-0.581224|Mairies / administrations|0|5
Agora Conduite|44.841546|-0.6205|Salles de spectacle / conférences|15|8
Alienor Conduite Ex Auto Ecole Bieri|44.834919|-0.570691|Salles de spectacle / conférences|17|3
Amenagements Pour Manifestations Temporaires|44.843521|-0.583398|Salles de spectacle / conférences|30|5
Antenne De Dialyse Aurad Aquitaine|44.838719|-0.589434|Hôpitaux / cliniques|10|6
Apajh Gironde|44.849585|-0.596781|Mairies / administrations|0|6
Appart Hotel Citadines Centre Meriadeck, Bureaux Sofap|44.836622|-0.584329|Mairies / administrations|0|5
Assises De L Energie Du 27 Au 29 Janvier 2015|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Association Mana|44.829882|-0.573324|Mairies / administrations|0|5
Association Pour La Readaptation Et L'Integration|44.853473|-0.541717|Mairies / administrations|14|4
Attijariwafa Bank Europe|44.835739|-0.568311|Mairies / administrations|13|3
Auto Ecole Goncourt|44.8376|-0.574322|Mairies / administrations|19|4
Auto-Ecole City Zen|44.842423|-0.622533|Mairies / administrations|0|8
Bio C'Bon|44.851955|-0.571149|Centres commerciaux|100|2
Bio C'Bon Ex : Franprix|44.835862|-0.580949|Centres commerciaux|190|5
Bordeaux Ynov Campus Annexe|44.856355|-0.568436|Mairies / administrations|19|3
Boulangerie Ben Smaini|44.843603|-0.571865|Centres commerciaux|0|2
Boulangerie Patisserie Sarl Dime|44.862132|-0.587876|Centres commerciaux|10|6
Boulodrome|44.812717|-0.559791|Gymnases / sports couverts|0|6
Boutique Aigle|44.842083|-0.576071|Centres commerciaux|45|3
Boutique Cos|44.840992|-0.576601|Centres commerciaux|265|4
Boutique Geox|44.839242|-0.574009|Centres commerciaux|46|3
Boutique Linvosges|44.839547|-0.578202|Centres commerciaux|42|4
Boutique Ludivine Passion|44.840723|-0.57873|Centres commerciaux|0|4
Boutique Maisons Du Monde|44.836239|-0.573518|Centres commerciaux|4|4
Boutique Marionnaud|44.841961|-0.575376|Centres commerciaux|60|3
Boutique Mornier|44.842458|-0.578483|Centres commerciaux|5|4
Boutique Paule Ka|44.856482|-0.564888|Centres commerciaux|43|2
Boutique Rezane|44.822504|-0.559671|Centres commerciaux|0|5
Boutique Tbs|44.837443|-0.573839|Centres commerciaux|84|4
Boutiques|44.844564|-0.610046|Centres commerciaux|42|8
Bouygues Immobilier|44.852807|-0.580379|Mairies / administrations|28|4
Boxing Club Bordelais|44.814086|-0.55687|Gymnases / sports couverts|19|6
Bureau De Vote Malleret|44.848645|-0.585987|Gymnases / sports couverts|199|5
Bureaux|44.846226|-0.576093|Mairies / administrations|0|3
Bureaux|44.852791|-0.573293|Mairies / administrations|0|3
Bureaux Cidff|44.847192|-0.585808|Mairies / administrations|6|5
Bureaux Et Logements Jardin Public|44.853632|-0.574836|Mairies / administrations|88|3
Bureaux In Cite|44.835162|-0.571061|Mairies / administrations|11|3
Bureaux Residence Novaparc Site Du Petit Trianon|44.843016|-0.590765|Mairies / administrations|15|6
C.A.D.|44.836581|-0.566395|Centres commerciaux|14|2
C.C. Leclerc Saint Louis - Toilettage Canin|44.862954|-0.567368|Centres commerciaux|12|4
C.C.Auchan Lac : Bnp Paribas Dab|44.88067|-0.570246|Mairies / administrations|0|7
C.C.Auchan Lac : Boutique Nocibe|44.88067|-0.570246|Centres commerciaux|86|7
C.C.Auchan Lac : Kaporal|44.88067|-0.570246|Centres commerciaux|17|7
C.C.Auchan Lac: Bijouterie Boyer|44.88067|-0.570246|Centres commerciaux|21|7
C.C.Auchan Lac: Caneles Baillardran|44.88067|-0.570246|Centres commerciaux|3|7
C.C.Auchan Lac: Leonidas|44.88067|-0.570246|Centres commerciaux|5|7
C.C.Auchan Lac: Lino|44.88067|-0.570246|Centres commerciaux|15|7
C.C.Leclerc St Louis: Mag Presse|44.862954|-0.567368|Centres commerciaux|10|4
C.C.Les Bastides: Kinesitherapeute|44.843955|-0.542428|Mairies / administrations|8|5
C.C.Les Bastides: Pause Coiffure|44.843955|-0.542428|Centres commerciaux|27|5
C.C.Les Bastides: Supermarche Auchan  La Benauge-Pharmacie-Kine|44.843955|-0.542428|Centres commerciaux|498|5
C.C.Les Bastides: Toute La Presse|44.843955|-0.542428|Centres commerciaux|47|5
C.C.Meriadeck:  Ad'Hauc Ex Resonances|44.852604|-0.57636|Centres commerciaux|241|4
C.C.Meriadeck: Auchan ( M72-94 A Et D)|44.846902|-0.595528|Centres commerciaux|5048|6
C.C.Meriadeck: Boutique New Yorker|44.839965|-0.583197|Centres commerciaux|0|5
C.C.Meriadeck: Kiosque Accueil|44.852604|-0.57636|Centres commerciaux|0|4
C.C.Meriadeck: Kiosque Yogurt Factory|44.837959|-0.584904|Centres commerciaux|41|5
C.C.Meriadeck: Parfumerie Ambre-Marionnaud|44.852604|-0.57636|Centres commerciaux|16|4
C.C.Meriadeck: Promovacances (Ex-Louis Pion)|44.852604|-0.57636|Centres commerciaux|5|4
C.C.St Christoly:|44.839286|-0.576552|Centres commerciaux|17|4
C.C.St Christoly: Dos General|44.839286|-0.576552|Centres commerciaux|2559|4
C.C.St Christoly: Fabio Salsa|44.839286|-0.576552|Centres commerciaux|0|4
C.C.St Christoly: Monoprix|44.839286|-0.576552|Centres commerciaux|1069|4
C.C.St Christoly: Naturalia|44.839286|-0.576552|Centres commerciaux|0|4
C.E.S.D.A. Richard Chapon : Batiment B|44.843006|-0.598178|Maisons de retraite / handicapés|241|7
C.F.P.A.: Batiment E|44.84602|-0.621423|Écoles / collèges / lycées|181|8
C.F.P.A.: Batiments P1 Et P2|44.845964|-0.623913|Écoles / collèges / lycées|56|8
C.F.P.A.: Batiments T - U - S1|44.845964|-0.623913|Écoles / collèges / lycées|14|8
C.R.O.U.S.|44.851257|-0.577109|Mairies / administrations|84|4
Cabinet D'Architecte|44.853816|-0.574722|Mairies / administrations|4|3
Cabinet D'Audiologie|44.845339|-0.577114|Mairies / administrations|8|3
Cabinet D'Avocats Pastor-Brunet|44.840121|-0.580854|Mairies / administrations|0|4
Cabinet D'Infirmier|44.87659|-0.550805|Mairies / administrations|1|4
Cabinet D'Orthodontie|44.840514|-0.585867|Centres commerciaux|13|5
Cabinet D'Orthophonie Dr. Thiriet|44.841077|-0.55468|Mairies / administrations|0|3
Cabinet D'Orthophoniste Et De Psychologue|44.852222|-0.576027|Mairies / administrations|0|3
Cabinet De Juristes|44.847187|-0.579333|Mairies / administrations|0|4
Cabinet De Kine|44.822755|-0.580522|Mairies / administrations|0|6
Cabinet De Kinesitherapeutre|44.853685|-0.571033|Mairies / administrations|0|3
Cabinet De Kinesitherapie|44.827033|-0.561577|Mairies / administrations|5|4
Cabinet De Kinesitherapie|44.858496|-0.624219|Mairies / administrations|16|9
Cabinet De Kinesitherapie|44.853346|-0.575849|Mairies / administrations|0|4
Cabinet De Kinésithérapie|44.854028|-0.586328|Mairies / administrations|8|5
Cabinet De Lerme|44.847598|-0.586208|Mairies / administrations|0|5
Cabinet De Pedicurie Et Podologie|44.850014|-0.586495|Mairies / administrations|5|5
Cabinet De Psychologue Clinicienne|44.840903|-0.576585|Mairies / administrations|0|4
Cabinet De Reeducation Paris - Berton - Thepenier|44.849802|-0.575253|Mairies / administrations|4|3
Cabinet Dentaire|44.837839|-0.592607|Hôpitaux / cliniques|0|6
Cabinet Dentaire|44.843894|-0.58155|Mairies / administrations|0|4
Cabinet Dentaire|44.813631|-0.565173|Mairies / administrations|8|6
Cabinet Dentaire|44.856458|-0.591338|Mairies / administrations|0|6
Cabinet Dentaire|44.823564|-0.582098|Mairies / administrations|8|6
Cabinet Dentaire|44.832162|-0.578233|Mairies / administrations|0|5
Cabinet Dentaire Dr Nacher|44.832022|-0.599383|Mairies / administrations|0|7
Cabinet Dentaire Ornano|44.83222|-0.595949|Mairies / administrations|10|7
Cabinet Goutal Et Associes|44.835607|-0.575459|Mairies / administrations|3|4
Cabinet Gynecologie Dr. Ussel|44.84539|-0.576188|Mairies / administrations|0|3
Cabinet Gynecologique|44.849184|-0.594218|Mairies / administrations|0|6
Cabinet Gynecologique|44.853685|-0.571033|Mairies / administrations|5|3
Cabinet Medical|44.84967|-0.574904|Mairies / administrations|0|3
Cabinet Medical|44.829357|-0.575633|Hôpitaux / cliniques|0|5
Cabinet Medical|44.858289|-0.626155|Hôpitaux / cliniques|34|9
Cabinet Medical|44.860383|-0.56911|Mairies / administrations|3|4
Cabinet Medical|44.842993|-0.575807|Mairies / administrations|8|3
Cabinet Medical|44.815953|-0.575196|Hôpitaux / cliniques|10|7
Cabinet Medical|44.838904|-0.613614|Mairies / administrations|0|8
Cabinet Medical|44.83256|-0.567346|Mairies / administrations|0|3
Cabinet Medical|44.857268|-0.577565|Mairies / administrations|0|4
Cabinet Medical|44.831755|-0.603122|Mairies / administrations|6|7
Cabinet Medical Busnel|44.851199|-0.578026|Hôpitaux / cliniques|8|4
Cabinet Medical Dr. Fabre|44.83939|-0.569259|Mairies / administrations|5|2
Cabinet Medical Revol|44.827479|-0.589914|Mairies / administrations|7|7
Chambre De Metiers Et De L'Artisanat De La Gironde|44.833082|-0.597784|Mairies / administrations|163|7
Championnat Du Monde De Billard 3 Bandes|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
"Hotel ""Auberge Hostel 20"""|44.853991|-0.568595|Hôtels / hébergements|31|2
Hotel Des Quinconces|44.847538|-0.575097|Hôtels / hébergements|24|3
Hotel Issys|44.82945|-0.564543|Hôtels / hébergements|30|4
Hotel Novotel Le Lac|44.872645|-0.571176|Hôtels / hébergements|346|6
Hotel Restaurant L'Orchidee Blanc|44.840462|-0.583367|Hôtels / hébergements|36|5
Hotel Restaurant Le Provencal|44.889074|-0.563505|Hôtels / hébergements|305|6
Hotel-Restaurant  Le Porto|44.867489|-0.537859|Hôtels / hébergements|77|2
I.T.E.P Les Clarines : Bâtiments 90, 92 Et 94|44.818925|-0.578976|Écoles / collèges / lycées|63|7
Ilot Achard-Etrangers-Blanqui Rotonde Batiment B1|44.866325|-0.552387|Salles de spectacle / conférences|592|3
Ilot Achard-Etrangers-Blanqui Rpa Batiment C1|44.866325|-0.552387|Salles de spectacle / conférences|382|3
Ilot Cursol : Ecole Nationale De Procedure|44.834418|-0.577956|Centres commerciaux|0|5
Ilot Lucien Faure C5 - Lf1 Commerce 6|44.835154|-0.567124|Mairies / administrations|88|3
Immeuble|44.828535|-0.570552|Salles de spectacle / conférences|19|5
Immeuble 61 Quai De Paludate : Local Commercial 1|44.852688|-0.568053|Centres commerciaux|160|2
Immeuble Aquitaine|44.836584|-0.586938|Mairies / administrations|5|6
Immeuble Arc En Ciel|44.832083|-0.611477|Mairies / administrations|57|8
Immeuble Cogedim Paul Mateu : Commerce 2|44.84791|-0.547771|Centres commerciaux|76|4
Immeuble Croix Du Palais|44.836584|-0.586938|Mairies / administrations|115|6
Immeuble De Bureaux|44.846949|-0.592897|Mairies / administrations|0|6
Immeuble De Bureaux De La Cub Laure Gatet|44.835972|-0.581668|Mairies / administrations|124|5
Immeuble De Bureaux Delmas|44.848347|-0.574241|Mairies / administrations|34|3
Immeuble De Bureaux Erp/Logements|44.844259|-0.576987|Mairies / administrations|0|3
Immeuble De Bureaux Le Semaphore Ilot C13B Lucien Faure|44.835091|-0.566165|Mairies / administrations|198|3
Immeuble De Formation : Amtv - Mps - Imc|44.827232|-0.551028|Écoles / collèges / lycées|75|2
Immeuble De Formation : Batiment Annexe|44.827232|-0.551028|Écoles / collèges / lycées|84|2
Immeuble De La Compagnie Du Jardin Des Plantes|44.82981|-0.556214|Écoles / collèges / lycées|390|2
Immeuble De La Sci Borie|44.853673|-0.567803|Salles de spectacle / conférences|452|2
Immeuble Le Concorde|44.857923|-0.559733|Mairies / administrations|99|2
Immeuble Le Phenix : M.D.P.H.|44.852935|-0.594842|Mairies / administrations|62|6
Immeuble Les Miroirs Du Lac|44.888229|-0.560413|Mairies / administrations|238|6
Immeuble Porte De Bordeaux Batiment A|44.832927|-0.598219|Mairies / administrations|68|7
Immeuble Tour 2000|44.838067|-0.588191|Mairies / administrations|0|6
Inauguration Des Archives Municipales|44.845478|-0.556507|Bibliothèques / médiathèques|204|4
Inseec (Nord)|44.869044|-0.548023|Écoles / collèges / lycées|620|3
Inst De L'Assomption  Batiment C   B.T.S Et Primaire|44.849597|-0.592062|Écoles / collèges / lycées|850|6
Inst Des Metiers: Bat I|44.814167|-0.569961|Écoles / collèges / lycées|47|7
Installation Sportive - Ilot Dunant (Df1.1)|44.862132|-0.587876|Gymnases / sports couverts|139|6
Institut Cervantes|44.841885|-0.578677|Écoles / collèges / lycées|99|4
Institut Des Eleves Europeens|44.852|-0.591472|Écoles / collèges / lycées|71|6
Institut Du Docteur Pierre Ricaud|44.840657|-0.5795|Centres commerciaux|26|4
Iufm Bat 1 Espace Kergomard|44.842519|-0.609594|Écoles / collèges / lycées|250|8
Iufm Bat 2 Espace Aime Cesaire|44.842519|-0.609594|Écoles / collèges / lycées|350|8
Jardin D'Ulysse|44.844022|-0.578832|Centres commerciaux|157|4
Jeff De Bruges|44.838806|-0.5756|Centres commerciaux|8|4
Jo Benita|44.841264|-0.572293|Centres commerciaux|0|2
Journées Des Infirmiers|44.855285|-0.588633|Salles de spectacle / conférences|976|6
Journees Sfspm|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Jumping International De Bordeaux 2018|44.843016|-0.590765|Gymnases / sports couverts|0|6
Juris Formatio|44.845503|-0.577015|Écoles / collèges / lycées|15|3
Juris-Formatio|44.847972|-0.572769|Écoles / collèges / lycées|50|2
L' Envol D'Aquitaine|44.830626|-0.566205|Gymnases / sports couverts|100|4
L'Armoire À Livres|44.834477|-0.566862|Centres commerciaux|39|3
L'Encadr'Heure|44.840515|-0.580574|Centres commerciaux|70|4
L'Onglerie M Doublecourt|44.853537|-0.572615|Centres commerciaux|19|3
L.M.D.E|44.842561|-0.571645|Mairies / administrations|46|2
L.T.P.Ste Famille Saintonge Atel Electrotechnique|44.832133|-0.580664|Écoles / collèges / lycées|270|5
La Boutique Olfactive|44.839842|-0.579828|Centres commerciaux|6|4
La Cave A Nico|44.84408|-0.575589|Centres commerciaux|0|3
La Chocolaterie De Bordeaux|44.843622|-0.576872|Centres commerciaux|0|3
Les Vivres De L'Art Pavillon 1 (Galerie)|44.869044|-0.548023|Salles de spectacle / conférences|374|3
Les Vivres De L'Art Pavillon 2 (Atelier)|44.869044|-0.548023|Salles de spectacle / conférences|780|3
Librairie Michele Masson|44.839371|-0.570546|Centres commerciaux|26|2
Librairie Mollat|44.840775|-0.578996|Centres commerciaux|1293|4
Life Academy|44.823743|-0.610682|Gymnases / sports couverts|97|8
Lindt|44.852807|-0.580379|Centres commerciaux|32|4
Local Aquitanis 17 Crs Des Aubiers|44.829882|-0.573324|Salles de spectacle / conférences|0|5
Local Associatif|44.839176|-0.570762|Écoles / collèges / lycées|20|3
Local Commercial|44.848001|-0.58621|Centres commerciaux|10|5
Local Commercial|44.854766|-0.565335|Centres commerciaux|0|2
Local Commercial|44.830539|-0.569399|Centres commerciaux|16|4
Local Commercial|44.840596|-0.560269|Centres commerciaux|19|2
Local Commercial  (C2)|44.824997|-0.590119|Centres commerciaux|0|7
"Local Commercial "" Tutti Pizza """|44.832525|-0.611775|Centres commerciaux|5|8
Local Commercial A Bassins A Flots Ilot B3 Lot 4|44.822742|-0.597104|Centres commerciaux|534|8
Local Commercial Cef|44.872603|-0.564089|Centres commerciaux|5|6
Local Commercial Et Professionnel|44.858188|-0.55864|Centres commerciaux|0|2
Local Commercial N°2|44.835091|-0.566165|Centres commerciaux|74|3
Local Commercial Sixt France|44.844133|-0.578334|Mairies / administrations|6|4
Local Commercial(C1)|44.82193|-0.596205|Centres commerciaux|0|8
Local Commercialn°1 ( Voir Y 12 )|44.82814|-0.583822|Centres commerciaux|18|6
Local Coque 01 - Quartier Armagnac Sud - Ilot 8.12|44.846704|-0.598669|Centres commerciaux|27|7
Local D'Activité|44.83498|-0.56616|Centres commerciaux|19|3
Local D'Activites  Avenue De La Republique|44.843715|-0.628607|Mairies / administrations|0|9
Locaux Associatifs - Groupement D'Établissements|44.861404|-0.558824|Écoles / collèges / lycées|92|3
Locaux Commerciaux - Gironde Habitat - Commerce C|44.822709|-0.552729|Centres commerciaux|154|4
Locaux D'Activites|44.82502|-0.576796|Centres commerciaux|0|6
Locaux Du Service D'Hygiene De La Ville De Bx|44.82674|-0.550736|Centres commerciaux|19|2
Lodeon, Le Comptoir Des Pates|44.821668|-0.565905|Centres commerciaux|0|5
Loding|44.842717|-0.579206|Centres commerciaux|0|4
Lycee Camille Jullian:Bat A-B-C-I|44.844575|-0.590137|Écoles / collèges / lycées|1200|6
Lycee Gustave Eiffel: C.F.A.|44.828963|-0.564593|Écoles / collèges / lycées|0|4
Lycee M.Montaigne:Bt Externats 3-4 (N-S)|44.834845|-0.571889|Écoles / collèges / lycées|1173|4
Made In|44.83164|-0.601568|Mairies / administrations|5|7
Magasin|44.846832|-0.587255|Centres commerciaux|10|5
"Magasin ""Et Pates Et Vous"""|44.853444|-0.572972|Centres commerciaux|7|3
"Magasin ""Le Refuge"""|44.838771|-0.572579|Centres commerciaux|23|3
Magasin Amorino|44.841012|-0.577279|Centres commerciaux|0|4
Magasin Avril Cosmetiques|44.840968|-0.57686|Centres commerciaux|33|4
Magasin Bio C' Bon|44.835162|-0.571061|Centres commerciaux|19|3
Magasin Boulanger|44.88067|-0.570246|Centres commerciaux|1187|7
Magasin Brandy Melville|44.841971|-0.575182|Centres commerciaux|222|3
Magasin Bricorelais|44.8351|-0.571803|Centres commerciaux|283|4
Magasin Casino|44.83951|-0.623599|Centres commerciaux|1113|8
Magasin Corfias|44.853105|-0.573099|Centres commerciaux|19|3
Magasin Couture/Retoucherie|44.832491|-0.571319|Centres commerciaux|0|4
Magasin Darty|44.879032|-0.560236|Centres commerciaux|912|6
Magasin De Chaussures  Parenthese|44.841408|-0.577998|Centres commerciaux|15|4
Magasin De Graphisme Et Communication|44.839044|-0.570413|Centres commerciaux|15|3
Magasin De Meubles|44.839865|-0.568984|Centres commerciaux|19|2
Magasin De Vente Video Lounge|44.824495|-0.570104|Centres commerciaux|46|5
Magasin Etam|44.839047|-0.574101|Centres commerciaux|119|3
Magasin Etam Lingerie|44.840738|-0.578548|Centres commerciaux|105|4
Magasin Home By Asa|44.839221|-0.579198|Centres commerciaux|0|4
Magasin K-Way|44.842453|-0.578219|Centres commerciaux|0|4
Magasin Kookai|44.840825|-0.577515|Centres commerciaux|168|4
Magasin L'Atelier Du Chocolat Ex Princesse Tam-Tam|44.840883|-0.576828|Centres commerciaux|7|4
Magasin La Maison Des Pains|44.832514|-0.612246|Centres commerciaux|10|8
Magasin Lacoste|44.840928|-0.576303|Centres commerciaux|59|4
Magasin Mephisto|44.842645|-0.577583|Centres commerciaux|42|4
Magasin Monceau Fleurs|44.844869|-0.610128|Centres commerciaux|19|8
Magasin Picard|44.852708|-0.573345|Centres commerciaux|66|3
Magasin Point P-Asturienne-Cedeo|44.823623|-0.544283|Centres commerciaux|180|2
Magasin Sex Shop|44.838323|-0.573123|Centres commerciaux|45|3
Magasin Stylistik|44.836499|-0.571556|Centres commerciaux|15|3
Magasin Tezenis|44.838717|-0.573922|Centres commerciaux|59|3
Magasin Vans Ex Be.You # K.|44.838321|-0.573982|Centres commerciaux|48|3
Magic Makers|44.853777|-0.571264|Écoles / collèges / lycées|40|3
Maison D'Assistantes Familiales Les P'Tits Loups|44.828581|-0.576617|Écoles / collèges / lycées|8|5
Maison D'Assistantes Maternelles Les Histoires De Doudous|44.85036|-0.625952|Écoles / collèges / lycées|8|9
Maison De La Nature|44.830514|-0.56106|Mairies / administrations|39|3
Maison De Quartier|44.858404|-0.564938|Écoles / collèges / lycées|55|3
"Maison De Quartier Union Saint Jean : Bâtiment ""1989"""|44.824832|-0.563654|Salles de spectacle / conférences|150|4
Maison De Retraite L'Eau Vive|44.838912|-0.602862|Hôpitaux / cliniques|90|7
Maison Departementale De La Solidarite|44.828701|-0.5592|Mairies / administrations|74|3
Maison Departementale De La Solidarite Et De L'Insertion|44.834076|-0.574369|Mairies / administrations|50|4
Maison Des Cinq Sens Jsa|44.831684|-0.6108|Salles de spectacle / conférences|45|8
Maison Du Projet Brazza|44.840747|-0.569569|Salles de spectacle / conférences|57|2
Maison Relais Et Logements Familiaux|44.866958|-0.537962|Salles de spectacle / conférences|56|2
Mam - Association Les Pinsons|44.84251|-0.559016|Écoles / collèges / lycées|0|2
Mam Bababulles|44.871465|-0.550624|Écoles / collèges / lycées|12|3
Mam My Little|44.846541|-0.590004|Écoles / collèges / lycées|6|6
Manifestation The Kub Presentation De Vehicules 10 Septembre 2015|44.83027|-0.565011|Salles de spectacle / conférences|439|3
Manufacture Atlantique Ex Tnt : Bibliotheque|44.812529|-0.558|Bibliothèques / médiathèques|18|6
Marche De La Poesie Les 16 Et 17 Mars 2013|44.852282|-0.572488|Halls d'exposition|600|3
Marche Des Capucins-Halle A- Banc 8 C Restauration|44.838714|-0.596208|Centres commerciaux|0|6
Marche Des Capucins-Halle A-Banc 14 Ab|44.838714|-0.596208|Centres commerciaux|0|6
Marche Des Capucins-Halle A-Banc 14 Cd|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 17 C Tortill'Art|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 19 Abcd|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 20 Acd|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 23|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 32|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 33|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 36|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 40 B|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 42|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 9 Ab|44.830671|-0.567738|Centres commerciaux|0|4
Maternelle Jules Ferry|44.843007|-0.605567|Écoles / collèges / lycées|142|7
Maternelle Nuits|44.841981|-0.553043|Écoles / collèges / lycées|165|4
Maternelle Paul Berthelot|44.856427|-0.572132|Écoles / collèges / lycées|175|4
Math 1Er|44.8397|-0.577662|Écoles / collèges / lycées|15|4
Matmut Ex-Mutuelle Ociane|44.840648|-0.579598|Mairies / administrations|16|4
Medical Science|44.825267|-0.59835|Écoles / collèges / lycées|84|7
Medical Sciences|44.825588|-0.597854|Écoles / collèges / lycées|147|7
Meilleur Taux.Com|44.835091|-0.566165|Mairies / administrations|0|3
Mimi Cosmetics|44.837656|-0.573563|Centres commerciaux|0|3
Misako|44.839272|-0.572046|Centres commerciaux|10|3
Niceberry|44.836809|-0.573733|Centres commerciaux|0|4
O Sorbet D'Amour|44.840713|-0.579911|Centres commerciaux|4|4
O Sorbet D'Amour|44.841038|-0.575|Centres commerciaux|45|3
On Hair Studio|44.839416|-0.559358|Écoles / collèges / lycées|30|2
Open Space|44.831685|-0.602904|Mairies / administrations|7|7
Patisserie San Nicolas|44.836602|-0.575966|Centres commerciaux|2|4
Pharmacie|44.862643|-0.566939|Centres commerciaux|35|4
Pharmacie Bleue|44.839193|-0.581756|Centres commerciaux|17|5
Pharmacie Gambetta|44.840995|-0.580036|Centres commerciaux|70|4
Pharmacie Ornano|44.834213|-0.58868|Centres commerciaux|0|6
Pitchoun' : Creche Cauderan - Bâtiment Sur Rue|44.850084|-0.605074|Écoles / collèges / lycées|30|7
Pizza Di Roma|44.845913|-0.579204|Centres commerciaux|2|4
Pizza Hut|44.813071|-0.573477|Centres commerciaux|6|7
Poissonnerie Bonne Mer|44.850175|-0.585998|Centres commerciaux|24|5
Pole De Sante De Bordeaux Bastide|44.845426|-0.551033|Hôpitaux / cliniques|232|4
Pole Technique Municipal|44.8554|-0.628927|Mairies / administrations|0|9
Polyclinique Bx Nord:Centre De Formation Professionnelle Bna|44.863683|-0.576557|Écoles / collèges / lycées|80|5
Polyclinique Bx Nord:Maison Ferret|44.863979|-0.578768|Hôpitaux / cliniques|8|6
Portes Ouvertes Des Agences Bancaires Credit Mutuel|44.841882|-0.579048|Mairies / administrations|30|4
Projet Sante Navale Locaux D'Activites Bat B|44.827524|-0.563006|Centres commerciaux|77|4
Quicksilver (Ex: Teddy Smith)|44.858458|-0.562943|Centres commerciaux|90|3
R.P.A. Et Club Senior Manon Cormier|44.830967|-0.591574|Salles de spectacle / conférences|52|6
R.P.A. Notre Temps|44.83656|-0.56933|Salles de spectacle / conférences|0|3
Rééducation Primerose|44.822858|-0.59988|Hôpitaux / cliniques|19|8
Rencontres Archytek|44.856355|-0.568436|Halls d'exposition|5619|3
Rencontres Emploi Handicap 2015|44.856355|-0.568436|Halls d'exposition|5619|3
Residence Chantecrit|44.848998|-0.582998|Salles de spectacle / conférences|0|5
Residence Du Parc Des Chevaliers Aile B(R+1)|44.844272|-0.596387|Écoles / collèges / lycées|10|6
Residence Etudiants Pomerol|44.820177|-0.600223|Salles de spectacle / conférences|40|8
Residence Les Jardins D'Arcadie|44.845996|-0.584883|Salles de spectacle / conférences|180|5
Restaurant La Belle Saison Salle De Séminaire|44.848602|-0.563175|Salles de spectacle / conférences|77|2
Rock School Barbey|44.827168|-0.56335|Salles de spectacle / conférences|676|4
Salamander|44.841951|-0.577806|Centres commerciaux|49|4
Salle D'Education Physique|44.860228|-0.562106|Gymnases / sports couverts|0|3
Salle D'Exposition Vente De Billards|44.843112|-0.555594|Centres commerciaux|43|3
Salle De Réunions, De Conférences Et D'Auditions|44.842545|-0.571788|Salles de spectacle / conférences|45|2
Salle De Spectacle|44.835184|-0.569692|Salles de spectacle / conférences|19|3
Salle De Sport El Studio|44.837245|-0.57071|Gymnases / sports couverts|45|3
Salle Omnisports Pes 33|44.871985|-0.561368|Gymnases / sports couverts|480|5
Salle Point Du Jour - Pierre Tachou|44.853584|-0.573457|Salles de spectacle / conférences|662|3
Salle Polyvalente|44.878992|-0.552079|Salles de spectacle / conférences|550|4
Salle Polyvalente Des Petites Soeurs Des Pauvres|44.840833|-0.592007|Maisons de retraite / handicapés|104|6
Salles De Reunion Mutualisees|44.851036|-0.569686|Salles de spectacle / conférences|0|2
Salles Paroissiales De L'Ass St Augustin|44.832062|-0.611925|Écoles / collèges / lycées|190|8
Salon Abc Kidz|44.856355|-0.568436|Halls d'exposition|5619|3
Salon De Coiffure|44.837896|-0.574921|Mairies / administrations|10|4
