nom|lat|lng|type|capacite|seuil
Iufm Dos General|44.842519|-0.609594|Écoles / collèges / lycées|0|8
Jl International Vente Entrepot Du 1 Au 13 Juin 2015|44.82968|-0.574753|Centres commerciaux|670|5
Joueclub Salon Masterclass 9 Et 10 Février 2014|44.856355|-0.568436|Halls d'exposition|5619|3
Kiloutou|44.861343|-0.635126|Centres commerciaux|16|9
L Decors|44.853263|-0.5769|Centres commerciaux|4|4
L'Artisane|44.841866|-0.578074|Centres commerciaux|1|4
L'En-Cas Bordelais Ex Le Jacobar  N2.19)|44.839948|-0.572093|Centres commerciaux|17|3
L'Heritage De Robert|44.837037|-0.572814|Centres commerciaux|18|3
La Centrale De Financement|44.84439|-0.576022|Centres commerciaux|0|3
La Chimere|44.845334|-0.578395|Centres commerciaux|4|4
La Maison Gabin|44.85353|-0.572853|Centres commerciaux|20|3
La Manufacture|44.839453|-0.579273|Centres commerciaux|0|4
La Manufacture Atlantique|44.812529|-0.558|Salles de spectacle / conférences|400|6
La Part Des Anges|44.837451|-0.607853|Centres commerciaux|0|8
La Petite Epicerie|44.832513|-0.612052|Centres commerciaux|0|8
La Semaine Digitale Du 13 Au 18 Octobre 2014|44.856355|-0.568436|Halls d'exposition|5619|3
Laboratoire Anarev|44.835783|-0.568111|Mairies / administrations|0|3
Laboratoire D'Analyses Medicales Exalab|44.844681|-0.609231|Mairies / administrations|14|8
Laboratoire Exalab|44.844918|-0.5467|Mairies / administrations|10|5
Laboratoire Exalab|44.838293|-0.576278|Mairies / administrations|20|4
Laboratoires D'Analyses Medicales Exalab|44.860272|-0.635782|Mairies / administrations|4|9
Laverie Gasc 33|44.83511|-0.566805|Centres commerciaux|7|3
Lcl Credit Lyonnais Bordeaux Palais De Justice|44.841112|-0.621446|Mairies / administrations|13|8
Lcl Le Credit Lyonnais|44.835041|-0.564523|Mairies / administrations|13|2
Le Boutique Hotel|44.843054|-0.579558|Hôtels / hébergements|24|4
Le Maryland|44.833328|-0.573167|Centres commerciaux|0|4
Le Petit Casino|44.832704|-0.593879|Centres commerciaux|0|7
Le Petit Casino De Fondaudege Ex-Superette  Spar|44.84854|-0.582604|Centres commerciaux|68|4
Le Salon De Cauderan|44.832791|-0.606177|Centres commerciaux|0|8
Leclerc Relais|44.851846|-0.573555|Centres commerciaux|7|3
Les Bassins À Flots - Commerce 2|44.85847|-0.607336|Centres commerciaux|95|8
Les Coiffeurs L'Autre Salon|44.838284|-0.590876|Centres commerciaux|6|6
Les Coquin'Ours|44.850717|-0.612238|Écoles / collèges / lycées|12|8
Lycee M.Montaigne:Bat Transitoire|44.834845|-0.571889|Écoles / collèges / lycées|560|4
Magasin  Coccimarket|44.82507|-0.589978|Centres commerciaux|143|7
Magasin  Le Jardin Des Fleurs|44.840194|-0.580817|Centres commerciaux|26|4
Magasin  Reserve Naturelle|44.833079|-0.572999|Centres commerciaux|96|4
Magasin 1 2 3|44.840887|-0.577652|Centres commerciaux|64|4
Mam|44.822416|-0.604674|Centres commerciaux|0|8
Marche Des Capucins-Halle A-|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A- Banc 7C  Lim Koung|44.838714|-0.596208|Centres commerciaux|0|6
Marche Des Capucins-Halle A-Banc 13 C|44.830671|-0.567738|Centres commerciaux|0|4
Marche Des Capucins-Halle A-Banc 15 Ab|44.830671|-0.567738|Centres commerciaux|0|4
Maternelle Albert Schweitzer|44.862746|-0.581171|Écoles / collèges / lycées|140|6
Maternelle Carle Vernet|44.817149|-0.550367|Écoles / collèges / lycées|90|4
Maternelle Nuyens|44.844363|-0.561264|Écoles / collèges / lycées|144|2
Maternelle Pas Saint Georges|44.838348|-0.571931|Écoles / collèges / lycées|126|3
Maternelle Stehelin|44.856997|-0.624467|Écoles / collèges / lycées|150|9
Maverick Motors|44.852952|-0.569353|Centres commerciaux|0|2
Meriadeck Tours A - B - C - Hotel Alboran (Tours Allianz)|44.837815|-0.583746|Hôtels / hébergements|1257|5
Mfc Restauration Rapide|44.852704|-0.568796|Centres commerciaux|9|2
Micro Creche Croix De Seguey|44.851207|-0.589011|Écoles / collèges / lycées|10|6
Micro-Creche S4U|44.868619|-0.551425|Écoles / collèges / lycées|10|3
Micromania|44.83878|-0.575112|Centres commerciaux|0|4
Mutuelle Mae|44.837327|-0.572872|Mairies / administrations|6|3
Mutuelle Mfa|44.834794|-0.575037|Mairies / administrations|0|4
Mutuelle Nationale Des Etudiants De France|44.834826|-0.573909|Mairies / administrations|20|4
Mutuelle Uneo (Ex Casden)|44.826073|-0.590156|Mairies / administrations|7|7
Mutuelles De Poitiers Assurances|44.842454|-0.556664|Mairies / administrations|5|3
Naos Hotel Bordeaux Gare  Hilton Garden Inn Bordeaux Centre|44.84039|-0.569416|Hôtels / hébergements|1192|2
Nouvelles Frontieres Et Agence Immobiliere B2P|44.844873|-0.576691|Mairies / administrations|8|3
Nuit Des Fignos 2019 Le 2 Fevrier 2019 Au Hangar 14|44.840747|-0.569569|Halls d'exposition|3200|2
Nyx Professional Makeup|44.840387|-0.574321|Centres commerciaux|46|3
Palais Des Congres|46.327502|-0.471609|Salles de spectacle / conférences|6141|9
Parcours-Formations|44.848155|-0.588914|Écoles / collèges / lycées|15|5
"Parfumerie Et Institut De Beauté ""Nocibé"""|44.840232|-0.574295|Centres commerciaux|105|3
Patinoire Bordeaux Meriadeck|44.83489|-0.587663|Salles de spectacle / conférences|7212|6
Patisserie Chocolaterie Luc Dorin|44.844789|-0.609629|Centres commerciaux|12|8
Pavillon Prevoyance|44.834674|-0.566639|Mairies / administrations|0|3
Pharmacie Bel Air|44.843715|-0.628607|Centres commerciaux|19|9
Pharmacie Cazauran Jacob|44.860165|-0.612788|Centres commerciaux|0|8
Pharmacie De La Benauge|44.843458|-0.54246|Centres commerciaux|0|5
Pharmacie De La Croix Blanche|44.846171|-0.593944|Centres commerciaux|0|6
Pharmacie De La Victoire|44.830893|-0.573521|Centres commerciaux|48|5
Pharmacie Fayon|44.82526|-0.589611|Centres commerciaux|0|7
Pharmacie Goudet|44.840327|-0.596844|Centres commerciaux|0|6
Pouponniere Du Centre|44.832013|-0.59188|Écoles / collèges / lycées|16|6
Pressing 52|44.853977|-0.572342|Centres commerciaux|9|3
Retouch'Heure|44.842987|-0.58649|Mairies / administrations|0|5
S.A.V.S Insercite|44.829579|-0.600633|Mairies / administrations|12|7
S.C.I  La Gabare|44.864328|-0.5498|Salles de spectacle / conférences|410|2
S.I.A.S.O. Bastide|44.851891|-0.541279|Halls d'exposition|95|4
Saint Genez Presse Tabac|44.838997|-0.571916|Centres commerciaux|10|3
Saison Liberte - Gn 6 - Chapelle Du C.R.O.U.S.|44.851257|-0.577109|Salles de spectacle / conférences|195|4
Salambo|44.841613|-0.582073|Centres commerciaux|0|5
Salle De Culture Physique California|44.83485|-0.575362|Gymnases / sports couverts|20|4
Salle Jean Dauguet|44.840824|-0.551675|Gymnases / sports couverts|2571|4
Salle Polyvalente|44.8413|-0.582884|Salles de spectacle / conférences|130|5
Salle Polyvalente De L'Agja|44.856407|-0.618128|Salles de spectacle / conférences|170|8
"Salon ""Bonjour Sneakers"""|44.856355|-0.568436|Halls d'exposition|5619|3
Salon De Coiffure De M. Koulakian|44.847603|-0.627528|Centres commerciaux|4|9
Salon De Coiffure Eric Stipa|44.837773|-0.571964|Centres commerciaux|24|3
Trocathlon|44.861225|-0.576496|Centres commerciaux|3654|5
Trocathlon Du 17 Au 26 Octobre 2013|44.88067|-0.570246|Centres commerciaux|3754|7
Week End Des Grands Crus 18 Mai 2013|44.856355|-0.568436|Halls d'exposition|5619|3
Woody'S & Tim|44.839492|-0.570609|Centres commerciaux|19|2
Youpi Parc|44.883691|-0.541669|Gymnases / sports couverts|38|2
Zac Des Chartrons : Ilot B|44.85677|-0.568967|Mairies / administrations|19|3
Zen Bushido Renmei|44.857754|-0.572115|Écoles / collèges / lycées|0|4
8Eme Rencontre Emploi Handicap 19 Novembre 2014|44.856355|-0.568436|Halls d'exposition|5619|3
A L'Ombre Des Marques|44.835563|-0.573406|Centres commerciaux|196|4
Accueil Negoce Services|44.842993|-0.575807|Mairies / administrations|99|3
Aed|44.843715|-0.628607|Mairies / administrations|0|9
Agence Bancaire Bnp Paribas|44.832045|-0.596553|Mairies / administrations|15|7
Agence Bancaire Credit Lyonnais|44.839739|-0.559732|Mairies / administrations|19|2
Agence Caisse D Epargne Bordeaux Clemenceau (Ex Credit Foncier De France)|44.842822|-0.579452|Mairies / administrations|12|4
Agence Cic Societe Bordelaise (Hangar 16)|44.84039|-0.569416|Mairies / administrations|14|2
Agence Conseil Didier Tamarelle|44.848998|-0.573102|Mairies / administrations|0|2
Agence Deutsche Bank|44.84316|-0.578934|Mairies / administrations|8|4
Agence Du Credit Agricole|44.844582|-0.552406|Mairies / administrations|15|4
Agence Immobiliere|44.844107|-0.57768|Mairies / administrations|6|4
Agence Immobiliere|44.838728|-0.579139|Centres commerciaux|2|4
Agence Immobiliere Era|44.829928|-0.595907|Mairies / administrations|29|7
Agence Maaf Assurances|44.841217|-0.557893|Mairies / administrations|7|2
Agence Matmut|44.831685|-0.602904|Mairies / administrations|13|7
Agence Provisoire Du Credit Agricole|44.843715|-0.628607|Mairies / administrations|4|9
Aldi Marche|44.852941|-0.539565|Centres commerciaux|496|4
Alice Delice|44.838742|-0.575536|Centres commerciaux|97|4
Allianz|44.841661|-0.58145|Mairies / administrations|9|4
Alternitival 12 Septembre 2015|44.831191|-0.572331|Écoles / collèges / lycées|5480|4
American Car Wash Et Rapid Pare Brise|44.852171|-0.570671|Centres commerciaux|7|2
Anne Lassalle Coiffure|44.819728|-0.597639|Centres commerciaux|9|8
Anne O²|44.854983|-0.577236|Centres commerciaux|0|4
Antenne Sportive S1|44.903561|-0.574971|Gymnases / sports couverts|250|7
Antoine Et Lili|44.840369|-0.578237|Centres commerciaux|0|4
Appart Hotel Victoria Garden Bati B|44.853685|-0.571033|Salles de spectacle / conférences|220|3
Arbre De Noel Cmcas Gironde|44.882912|-0.550513|Gymnases / sports couverts|1390|4
Archives Municipales|44.837951|-0.574903|Bibliothèques / médiathèques|40|4
Assedic Sud Ouest|44.860132|-0.574815|Mairies / administrations|156|5
Assemblée Générale Des Experts-Comptables D'Aquitaine|44.856355|-0.568436|Halls d'exposition|5619|3
Association Cos : Maison Relais|44.827404|-0.585764|Salles de spectacle / conférences|15|6
Atelier Des Artiste|44.830796|-0.603878|Centres commerciaux|0|8
Atol Opticiens|44.840404|-0.560585|Centres commerciaux|56|2
Autre Ambiance|44.848107|-0.5717|Salles de spectacle / conférences|49|2
Avecterrasse.Com|44.840074|-0.579989|Mairies / administrations|0|4
Avril A Paris|44.841589|-0.575385|Centres commerciaux|14|3
Bambino|44.840727|-0.57954|Centres commerciaux|0|4
Banque De France|44.843207|-0.572267|Mairies / administrations|50|2
Banque Populaire Centre Atlantique|44.827822|-0.575362|Mairies / administrations|19|5
Bassins A Flot - Lot P9C : Commerce 4|44.864943|-0.559972|Centres commerciaux|141|4
Bassins A Flot Ilot C5 - Lf2 Local Commercial 3|44.862132|-0.587876|Centres commerciaux|0|6
Bassins Aflot - Ilot P9D : Commerce 5|44.864943|-0.559972|Centres commerciaux|104|4
Batiment Bibliotheque Sncf|44.823019|-0.55876|Bibliothèques / médiathèques|0|4
Bâtiment Habitation|44.848656|-0.592053|Écoles / collèges / lycées|110|6
Batiment Les Escuriales : Dossier General|44.831975|-0.60253|Centres commerciaux|0|7
Batiments Provisoires Nuyens|44.844847|-0.546893|Écoles / collèges / lycées|150|5
Belle Etoile Coiffure|44.8359|-0.573226|Centres commerciaux|7|4
Bijouterie Art Et Or|44.83536|-0.571416|Centres commerciaux|0|3
Bijouterie Horlogerie Leymerigie|44.860468|-0.609936|Centres commerciaux|0|8
Bijouterie Ozencia (Ex Megalithes)|44.841043|-0.575812|Centres commerciaux|28|3
Bordeaux Centre De Formation|44.887217|-0.557338|Écoles / collèges / lycées|0|6
Bordeaux International School|44.840339|-0.596697|Écoles / collèges / lycées|77|6
Bordeaux Metropole 2050|44.856355|-0.568436|Halls d'exposition|5619|3
Bordeaux Services Solidarité|44.831923|-0.60073|Mairies / administrations|0|7
Boulangerie Le Duffour|44.836514|-0.575661|Centres commerciaux|5|4
Boulangerie Patisserie Chez Poulou|44.848535|-0.592089|Centres commerciaux|3|6
Boulangerie Patisserie Farine § Cacao|44.856818|-0.618577|Centres commerciaux|5|8
Boulangerie Patisserie Fournil Du Centre|44.835046|-0.572905|Centres commerciaux|5|4
Boulangerie Patisserie Halloumi|44.837477|-0.566928|Centres commerciaux|9|2
Boulangerie Sarl Ceut|44.851178|-0.571765|Centres commerciaux|0|2
Bureau 1|44.831413|-0.598777|Mairies / administrations|8|7
Bureau 2|44.831413|-0.598777|Mairies / administrations|9|7
Bureau De Poste Cauderan|44.837406|-0.609953|Mairies / administrations|15|8
Bureau De Poste Des Chartrons|44.855313|-0.571718|Mairies / administrations|15|3
Bureaux|44.828323|-0.561718|Mairies / administrations|20|3
Bureaux|44.837838|-0.571069|Mairies / administrations|0|3
Bureaux D'Experts Comptables|44.84139|-0.55506|Mairies / administrations|2|3
Bureaux Ex Commerce De Materiaux De Construction|44.854165|-0.581858|Mairies / administrations|0|5
Bureaux Fidergec|44.825582|-0.589413|Mairies / administrations|11|7
Bureaux Fiducial|44.887708|-0.563745|Mairies / administrations|60|6
Bureaux Sa Le Foyer|44.84039|-0.569416|Mairies / administrations|13|2
C. C. Leclerc Saint Louis : Magasin Krys|44.862954|-0.567368|Centres commerciaux|30|4
C.C. Leclerc Saint Louis : Esthetic Center|44.826032|-0.577327|Centres commerciaux|7|6
C.C.Auchan Lac : Andre|44.88067|-0.570246|Centres commerciaux|28|7
C.C.Auchan Lac : Minelli|44.88067|-0.570246|Centres commerciaux|23|7
C.C.Auchan Lac: Boutique Tamaris|44.88067|-0.570246|Centres commerciaux|9|7
C.C.Auchan Lac: Camaieu|44.88067|-0.570246|Centres commerciaux|24|7
C.C.Auchan Lac: Etam Lingerie|44.88067|-0.570246|Centres commerciaux|28|7
C.C.Leclerc St Louis: Brasserie Albagnac|44.862132|-0.587876|Centres commerciaux|89|6
C.C.Leclerc St Louis: Photomaton|44.826032|-0.577327|Centres commerciaux|0|6
C.C.Les Bastides: Legumes|44.843955|-0.542428|Centres commerciaux|7|5
C.C.Meriadeck :Boutique Belros|44.837959|-0.584904|Centres commerciaux|0|5
C.C.Meriadeck: Kiosque D Food&Beverage|44.838926|-0.583142|Centres commerciaux|0|5
C.C.Meriadeck: Restaurant 02|44.838926|-0.583142|Centres commerciaux|0|5
C.C.Meriadeck: Vide|44.852604|-0.57636|Centres commerciaux|35|4
C.C.St Christoly: Acuitis|44.839286|-0.576552|Centres commerciaux|0|4
C.C.St Christoly: Naf-Naf|44.839286|-0.576552|Centres commerciaux|0|4
C.D.A.F.: Bat.C|44.842252|-0.58574|Écoles / collèges / lycées|12|5
C.F.P.A.: Batiment  V|44.84602|-0.621423|Écoles / collèges / lycées|90|8
C.F.P.A.: Batiments C Et D|44.84602|-0.621423|Écoles / collèges / lycées|28|8
Cabinet Avocats|44.831997|-0.573602|Mairies / administrations|6|4
Cabinet Avocats|44.836428|-0.581374|Mairies / administrations|0|5
Cabinet Conseil Et Investissements|44.83832|-0.58087|Mairies / administrations|0|5
Cabinet D'Avocats|44.837699|-0.571132|Mairies / administrations|0|3
Cabinet D'Avocats Dubarry|44.836623|-0.581199|Mairies / administrations|0|5
Cabinet D'Infirmieres Et Medical Dr. Smirani|44.833627|-0.57438|Mairies / administrations|1|4
Cabinet D'Orthodontie|44.824022|-0.586974|Mairies / administrations|2|7
Cabinet D'Osteopathe|44.850518|-0.571081|Mairies / administrations|0|2
Cabinet D'Osthéopathie/Energetique|44.853942|-0.566458|Mairies / administrations|0|2
Cabinet De Consultation De Chirurgie|44.843836|-0.57744|Mairies / administrations|14|4
Cabinet De Dermatologie|44.855734|-0.602786|Centres commerciaux|124|7
Cabinet De Gynecologie|44.843894|-0.58155|Mairies / administrations|6|4
Cabinet De Kinésithérapie|44.835188|-0.600287|Mairies / administrations|6|7
Cabinet De Kinesitherapie|44.839014|-0.573097|Mairies / administrations|6|3
Cabinet De Kinesitherapie|44.831308|-0.611002|Hôpitaux / cliniques|40|8
Cabinet De Kinesitherapie Mme Guennou|44.846857|-0.58248|Mairies / administrations|8|4
Cabinet De Psychiatre|44.854138|-0.591301|Mairies / administrations|5|6
Cabinet De Psychologue|44.842162|-0.572863|Hôpitaux / cliniques|4|3
Cabinet De Psychotherapie|44.857007|-0.608015|Mairies / administrations|1|8
Cabinet De Soins D'Esthetique|44.84186|-0.602978|Mairies / administrations|2|7
Cabinet Dentaire|44.826563|-0.587532|Mairies / administrations|8|6
Cabinet Dentaire|44.847919|-0.587503|Hôpitaux / cliniques|9|5
Cabinet Dentaire|44.842804|-0.579932|Mairies / administrations|8|4
Cabinet Dentaire|44.842744|-0.594833|Mairies / administrations|5|6
Café De La Bourse|44.832122|-0.578054|Centres commerciaux|0|5
Carhartt Shop|44.837548|-0.571737|Centres commerciaux|0|3
Carpip|44.822463|-0.595783|Mairies / administrations|5|7
Carrefour City|44.849421|-0.544518|Centres commerciaux|85|4
Carrefour City|44.853665|-0.571003|Centres commerciaux|199|3
Carrefour Proximite|44.830642|-0.578381|Centres commerciaux|114|5
Caserne De Gendarmerie De La Bastide|44.848638|-0.562594|Mairies / administrations|0|2
Cc Meriadeck : Magasin Intersport|44.823913|-0.614008|Centres commerciaux|820|8
Centre Commercial Europe - Salon De Coiffure Hang|44.85168|-0.576851|Centres commerciaux|10|4
Centre Commercial Europe Du Gd Parc : Ilot E - Auchan Et Cpam|44.859865|-0.579867|Centres commerciaux|940|5
Centre Commercial Europe Du Gd Parc Auto Ecole Marie-Jeanne|44.879751|-0.55089|Mairies / administrations|15|4
Centre Commercial Grand Parc Ilot Counord Batiment 1 : Lot 1B - Location Video|44.836806|-0.579934|Centres commerciaux|60|5
Centre Commercial Grand Parc Ilot Counord Batiment 1 : Lot 1E - Espace De Vente|44.862132|-0.587876|Centres commerciaux|0|6
Centre D'Accueil Boutique|44.832691|-0.570427|Mairies / administrations|19|4
Centre D'Animation St Pierre : Batiment A|44.839587|-0.572861|Écoles / collèges / lycées|121|3
Centre De Dynamisme Corporelleca|44.843715|-0.628607|Gymnases / sports couverts|2|9
Centre De Formation - Medical Sciences|44.833527|-0.602052|Écoles / collèges / lycées|93|7
Centre De Formation Insermedia - Entree A|44.853792|-0.588511|Écoles / collèges / lycées|46|6
Centre De Formation Professionelle Bordeaux Nord Aquitaine|44.863378|-0.580677|Écoles / collèges / lycées|45|6
Centre De Masseurs Kine Et Ostheo|44.851824|-0.587025|Mairies / administrations|0|5
Centre De Remise En Forme|44.835388|-0.564769|Gymnases / sports couverts|91|2
Centre De Yoga|44.854783|-0.624003|Gymnases / sports couverts|0|8
Centre Medical|44.829326|-0.609092|Hôpitaux / cliniques|0|8
Centre Medico Educatif|44.826134|-0.563885|Hôpitaux / cliniques|0|4
Centre Medico-Social Des Aubiers|44.873317|-0.571714|Hôpitaux / cliniques|16|6
Centre Pastoral Du Noviciat|44.851632|-0.577013|Salles de spectacle / conférences|180|4
Centre Secondaire De Medecine Du Travail|44.843888|-0.570792|Hôpitaux / cliniques|0|2
Centre Therapeutique|44.854068|-0.581505|Mairies / administrations|8|5
Ch.Ch. Perrens : Batiment 49|44.823625|-0.600266|Hôpitaux / cliniques|208|8
